,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
543,544,49,Keluar,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1,Male,97,2,2,Laboratory Technician,1,Single,4284,22710,3,Y,Tidak Lembur,20,4,1,80,0,20,2,3,4,3,1,3
545,546,28,Bertahan,Travel_Rarely,736,Sales,26,3,Life Sciences,1,3,Male,48,2,2,Sales Executive,1,Married,4724,24232,1,Y,Tidak Lembur,11,3,3,80,1,5,0,3,5,3,0,4
546,547,36,Bertahan,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5747,3,Y,Tidak Lembur,12,3,1,80,0,10,0,3,7,7,1,7
548,549,28,Keluar,Travel_Rarely,103,Research & Development,24,3,Life Sciences,1,3,Male,50,2,1,Laboratory Technician,3,Single,2028,12947,5,Y,Lembur,14,3,2,80,0,6,4,3,4,2,0,3
549,550,26,Keluar,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,Y,Tidak Lembur,22,4,3,80,0,7,2,3,6,4,0,4
550,551,31,Bertahan,Non-Travel,1188,Sales,20,2,Marketing,1,4,Female,45,3,2,Sales Executive,3,Married,6932,24406,1,Y,Tidak Lembur,13,3,4,80,1,9,2,2,9,8,0,0
551,552,40,Bertahan,Non-Travel,1094,Sales,28,3,Other,1,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,Y,Tidak Lembur,15,3,3,80,1,20,2,3,1,0,0,1
552,553,27,Bertahan,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,Y,Tidak Lembur,14,3,2,80,1,4,2,3,2,2,2,2
553,554,50,Bertahan,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Y,Lembur,19,3,1,80,0,28,1,2,8,3,0,7
555,556,33,Keluar,Travel_Rarely,1277,Research & Development,15,1,Medical,1,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Y,Lembur,12,3,4,80,0,15,2,4,7,6,7,7
556,557,46,Bertahan,Travel_Frequently,1034,Research & Development,18,1,Medical,1,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,Y,Tidak Lembur,11,3,4,80,0,28,3,2,2,2,1,2
557,558,33,Keluar,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Y,Lembur,20,4,2,80,0,5,0,3,2,2,2,2
558,559,37,Bertahan,Travel_Rarely,397,Research & Development,7,4,Medical,1,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,Y,Tidak Lembur,13,3,1,80,0,16,3,4,5,2,0,2
560,561,26,Bertahan,Travel_Rarely,775,Sales,29,2,Medical,1,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,Y,Tidak Lembur,12,3,1,80,2,8,5,3,0,0,0,0
562,563,50,Bertahan,Travel_Rarely,854,Sales,1,4,Medical,1,4,Female,68,3,5,Manager,4,Divorced,19517,24118,3,Y,Tidak Lembur,11,3,3,80,1,32,3,2,7,0,0,6
564,565,58,Keluar,Travel_Rarely,601,Research & Development,7,4,Medical,1,3,Female,53,2,3,Manufacturing Director,1,Married,10008,12023,7,Y,Lembur,14,3,4,80,0,31,0,2,10,9,5,9
565,566,31,Bertahan,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,Y,Tidak Lembur,12,3,3,80,1,4,3,3,4,2,3,2
566,567,26,Bertahan,Travel_Frequently,921,Research & Development,1,1,Medical,1,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,Y,Tidak Lembur,13,3,3,80,2,5,5,3,5,3,1,3
567,568,30,Keluar,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Y,Lembur,23,4,3,80,0,3,4,3,1,0,0,0
569,570,33,Bertahan,Travel_Frequently,430,Sales,7,3,Medical,1,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,0,Y,Tidak Lembur,14,3,1,80,2,5,2,3,4,3,0,3
571,572,59,Bertahan,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Y,Lembur,14,3,3,80,1,14,1,1,6,4,0,4
572,573,45,Bertahan,Travel_Rarely,1385,Research & Development,20,2,Medical,1,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,Y,Lembur,14,3,2,80,0,21,2,3,20,7,4,10
575,576,58,Bertahan,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,1,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552,9255,2,Y,Lembur,13,3,4,80,1,24,3,3,6,0,0,4
576,577,28,Bertahan,Travel_Rarely,440,Research & Development,21,3,Medical,1,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,Y,Tidak Lembur,11,3,3,80,1,5,2,1,5,2,0,2
577,578,30,Bertahan,Travel_Rarely,852,Sales,10,3,Marketing,1,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,Y,Tidak Lembur,18,3,1,80,1,10,3,3,10,3,1,4
578,579,46,Bertahan,Travel_Frequently,1211,Sales,5,4,Marketing,1,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,4,Y,Lembur,21,4,3,80,0,14,4,3,9,6,0,8
579,580,31,Keluar,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1,Y,Lembur,11,3,1,80,0,3,2,4,3,2,2,2
580,581,31,Keluar,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1,Female,34,2,1,Research Scientist,2,Single,1261,22262,1,Y,Tidak Lembur,12,3,3,80,0,1,3,4,1,0,0,0
581,582,22,Bertahan,Travel_Rarely,1256,Research & Development,19,1,Medical,1,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,Y,Tidak Lembur,24,4,1,80,2,2,6,3,2,2,2,2
582,583,22,Bertahan,Non-Travel,1123,Research & Development,16,2,Medical,1,4,Male,96,4,1,Laboratory Technician,4,Divorced,2935,7324,1,Y,Lembur,13,3,2,80,2,1,2,2,1,0,0,0
583,584,36,Bertahan,Travel_Rarely,852,Research & Development,5,4,Life Sciences,1,2,Female,82,2,1,Research Scientist,1,Married,3419,13072,9,Y,Lembur,14,3,4,80,1,6,3,4,1,1,0,0
584,585,43,Bertahan,Travel_Frequently,185,Research & Development,10,4,Life Sciences,1,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,Y,Tidak Lembur,19,3,1,80,0,9,5,3,8,7,1,7
585,586,35,Keluar,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Y,Lembur,19,3,1,80,1,10,3,2,10,2,7,8
586,587,60,Bertahan,Travel_Frequently,1499,Sales,28,3,Marketing,1,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,Y,Tidak Lembur,19,3,4,80,0,22,5,4,18,13,13,11
587,588,34,Bertahan,Travel_Rarely,131,Sales,2,3,Marketing,1,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,Y,Lembur,12,3,4,80,0,4,3,3,3,2,0,2
588,589,39,Keluar,Travel_Rarely,1122,Research & Development,6,3,Medical,1,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4303,7,Y,Lembur,21,4,4,80,0,8,2,1,2,2,2,2
589,590,38,Bertahan,Travel_Rarely,770,Sales,10,4,Marketing,1,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Lembur,14,3,2,80,2,9,2,3,8,7,2,7
592,593,33,Keluar,Travel_Rarely,587,Research & Development,10,1,Medical,1,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,Y,Tidak Lembur,13,3,1,80,3,8,2,3,4,3,1,3
593,594,25,Bertahan,Travel_Rarely,891,Sales,4,2,Life Sciences,1,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Y,Lembur,11,3,2,80,0,5,3,3,5,4,1,3
594,595,49,Bertahan,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,Y,Tidak Lembur,14,3,2,80,1,20,0,2,3,2,1,2
596,597,45,Bertahan,Travel_Rarely,788,Human Resources,24,4,Medical,1,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,Y,Tidak Lembur,16,3,1,80,0,6,3,3,6,3,0,4
597,598,43,Bertahan,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,Y,Tidak Lembur,11,3,3,80,1,25,3,3,25,10,3,9
598,599,34,Bertahan,Travel_Frequently,829,Research & Development,15,3,Medical,1,2,Male,71,3,4,Research Director,1,Divorced,17007,11929,7,Y,Tidak Lembur,14,3,4,80,2,16,3,2,14,8,6,9
600,601,34,Bertahan,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Y,Lembur,19,3,4,80,1,1,2,3,1,1,0,0
601,602,23,Bertahan,Travel_Rarely,310,Research & Development,10,1,Medical,1,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,Y,Tidak Lembur,18,3,4,80,0,2,3,3,2,2,0,2
602,603,37,Bertahan,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Y,Lembur,13,3,2,80,2,6,3,2,5,3,4,3
603,604,35,Bertahan,Travel_Rarely,384,Sales,8,4,Life Sciences,1,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,Y,Tidak Lembur,16,3,2,80,1,3,1,2,3,2,0,2
604,605,36,Keluar,Travel_Rarely,530,Sales,3,1,Life Sciences,1,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Y,Lembur,11,3,1,80,1,16,6,3,16,7,3,7
605,606,23,Bertahan,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,1,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,Y,Tidak Lembur,12,3,3,80,2,4,2,2,4,2,0,2
606,607,25,Bertahan,Travel_Rarely,883,Sales,26,1,Medical,1,3,Female,32,3,2,Sales Executive,4,Single,6180,22807,1,Y,Tidak Lembur,23,4,2,80,0,6,5,2,6,5,1,4
608,609,43,Bertahan,Non-Travel,1344,Research & Development,7,3,Medical,1,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,Tidak Lembur,14,3,4,80,3,7,3,4,5,4,2,2
609,610,41,Keluar,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,Y,Lembur,13,3,3,80,1,10,1,2,7,7,1,0
610,611,25,Bertahan,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,Y,Tidak Lembur,14,3,2,80,0,5,4,3,4,3,1,1
612,613,52,Bertahan,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,4,Female,30,3,4,Manager,4,Married,16555,10310,2,Y,Tidak Lembur,13,3,4,80,0,31,2,1,5,2,1,4
613,614,36,Bertahan,Travel_Frequently,541,Sales,3,4,Medical,1,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,Y,Tidak Lembur,11,3,1,80,1,16,2,3,13,9,1,12
616,617,26,Bertahan,Travel_Rarely,1066,Research & Development,2,2,Medical,1,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,Y,Tidak Lembur,12,3,2,80,0,8,2,3,8,7,1,3
617,618,56,Bertahan,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,Y,Tidak Lembur,19,3,2,80,1,18,4,3,5,4,0,3
618,619,34,Bertahan,Travel_Frequently,878,Research & Development,10,4,Medical,1,4,Male,43,3,1,Research Scientist,3,Divorced,3815,5972,1,Y,Lembur,17,3,4,80,1,5,4,4,5,3,2,0
619,620,38,Bertahan,Travel_Rarely,395,Sales,9,3,Marketing,1,2,Male,98,2,1,Sales Representative,2,Married,2899,12102,0,Y,Tidak Lembur,19,3,4,80,1,3,3,3,2,2,1,2
620,621,36,Bertahan,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,1,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,Y,Tidak Lembur,11,3,3,80,1,16,4,3,15,13,10,11
622,623,26,Bertahan,Travel_Rarely,192,Research & Development,1,2,Medical,1,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,Tidak Lembur,16,3,1,80,2,6,2,3,5,3,1,3
625,626,29,Keluar,Travel_Rarely,408,Sales,23,1,Life Sciences,1,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,Tidak Lembur,13,3,1,80,1,11,3,1,11,8,3,10
626,627,27,Bertahan,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Y,Lembur,16,3,4,80,1,6,3,2,5,2,1,1
627,628,31,Keluar,Travel_Frequently,667,Sales,1,4,Life Sciences,1,2,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,Y,Tidak Lembur,12,3,2,80,0,1,3,3,1,0,0,0
628,629,43,Bertahan,Travel_Frequently,775,Sales,15,3,Life Sciences,1,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,Y,Tidak Lembur,18,3,3,80,1,7,5,3,2,2,2,2
630,631,36,Bertahan,Non-Travel,1434,Sales,8,4,Life Sciences,1,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,Y,Tidak Lembur,15,3,2,80,0,10,1,3,10,7,0,9
631,632,40,Bertahan,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,2,Male,88,3,1,Laboratory Technician,2,Married,2387,6762,3,Y,Tidak Lembur,22,4,3,80,1,7,3,3,4,2,0,3
632,633,22,Bertahan,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,Y,Tidak Lembur,14,3,3,80,1,3,2,3,2,1,2,1
633,634,26,Bertahan,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,Y,Tidak Lembur,22,4,2,80,1,8,2,3,8,7,0,7
634,635,31,Bertahan,Travel_Rarely,1232,Research & Development,7,4,Medical,1,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Y,Lembur,14,3,3,80,0,11,2,2,11,9,4,10
636,637,52,Keluar,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,2,Male,64,3,3,Sales Executive,2,Single,8446,21534,9,Y,Lembur,19,3,3,80,0,10,2,2,8,7,7,7
637,638,28,Bertahan,Travel_Rarely,1158,Research & Development,9,3,Medical,1,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,Y,Tidak Lembur,23,4,4,80,1,5,3,2,5,2,0,4
638,639,37,Bertahan,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,3,Male,54,3,1,Research Scientist,3,Married,2996,5182,7,Y,Lembur,15,3,4,80,0,8,2,3,6,4,1,3
644,645,42,Bertahan,Travel_Rarely,188,Research & Development,29,3,Medical,1,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,Tidak Lembur,19,3,1,80,0,16,3,3,1,0,0,0
645,646,44,Bertahan,Non-Travel,111,Research & Development,17,3,Life Sciences,1,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,Y,Tidak Lembur,13,3,4,80,0,6,3,3,0,0,0,0
646,647,28,Bertahan,Travel_Rarely,1144,Sales,10,1,Medical,1,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,Y,Tidak Lembur,22,4,2,80,0,1,5,3,1,0,0,0
648,649,31,Bertahan,Travel_Rarely,1332,Research & Development,11,2,Medical,1,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Y,Lembur,12,3,4,80,0,6,2,2,6,5,0,1
650,651,19,Keluar,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,Y,Tidak Lembur,22,4,3,80,0,1,3,2,1,0,1,0
651,652,37,Keluar,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,Male,92,2,1,Laboratory Technician,3,Single,2090,2396,6,Y,Lembur,15,3,2,80,0,7,3,3,0,0,0,0
652,653,45,Bertahan,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,Y,Tidak Lembur,14,3,4,80,0,1,3,3,1,0,0,0
653,654,50,Bertahan,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,Y,Tidak Lembur,18,3,2,80,0,8,5,3,1,0,0,0
654,655,51,Bertahan,Travel_Frequently,1456,Research & Development,1,4,Medical,1,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,Y,Tidak Lembur,20,4,3,80,0,23,1,2,13,12,12,8
655,656,42,Bertahan,Travel_Rarely,603,Research & Development,7,4,Medical,1,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Y,Lembur,16,3,4,80,0,18,2,3,1,0,0,0
656,657,32,Bertahan,Travel_Rarely,1093,Sales,6,4,Medical,1,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,Y,Tidak Lembur,16,3,1,80,0,12,0,3,11,8,5,7
657,658,32,Bertahan,Travel_Frequently,689,Sales,9,2,Medical,1,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,Y,Tidak Lembur,17,3,4,80,3,9,2,4,8,7,0,7
658,659,32,Bertahan,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,Y,Tidak Lembur,13,3,4,80,0,1,2,3,1,0,0,0
660,661,33,Bertahan,Travel_Rarely,536,Sales,10,5,Marketing,1,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Y,Lembur,14,3,4,80,2,10,3,3,9,8,0,8
661,662,47,Bertahan,Travel_Rarely,955,Sales,4,2,Life Sciences,1,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Y,Lembur,17,3,3,80,0,9,0,3,9,0,0,7
663,664,20,Keluar,Travel_Rarely,1097,Research & Development,11,3,Medical,1,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Y,Lembur,15,3,1,80,0,1,2,3,1,0,0,0
664,665,29,Keluar,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,Y,Tidak Lembur,16,3,2,80,0,6,2,4,2,2,1,1
665,666,35,Bertahan,Travel_Frequently,1182,Sales,11,2,Marketing,1,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,Tidak Lembur,11,3,4,80,1,5,3,3,5,2,0,2
666,667,29,Bertahan,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,Y,Tidak Lembur,16,3,4,80,0,6,4,3,3,2,1,2
667,668,24,Keluar,Travel_Rarely,693,Sales,3,2,Life Sciences,1,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,9,Y,Tidak Lembur,14,3,1,80,0,4,3,3,2,2,2,0
668,669,32,Bertahan,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,Y,Tidak Lembur,11,3,1,80,1,6,5,3,4,3,1,2
669,670,28,Bertahan,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,Y,Tidak Lembur,11,3,1,80,3,10,6,3,9,8,7,5
671,672,35,Bertahan,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,Y,Tidak Lembur,18,3,2,80,1,10,6,2,7,7,6,2
672,673,34,Bertahan,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,Y,Tidak Lembur,14,3,3,80,1,7,3,3,0,0,0,0
673,674,36,Bertahan,Travel_Rarely,913,Research & Development,9,2,Medical,1,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Y,Lembur,11,3,3,80,1,13,2,3,3,2,0,2
674,675,52,Bertahan,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,3,Male,65,2,5,Manager,3,Married,19999,5678,0,Y,Tidak Lembur,14,3,1,80,1,34,5,3,33,18,11,9
676,677,35,Bertahan,Travel_Frequently,138,Research & Development,2,3,Medical,1,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,Y,Tidak Lembur,11,3,4,80,0,10,5,3,6,2,1,2
677,678,44,Bertahan,Travel_Rarely,1459,Research & Development,10,4,Other,1,4,Male,41,3,2,Healthcare Representative,4,Married,6465,19121,2,Y,Lembur,13,3,4,80,0,9,5,4,4,2,1,3
679,680,22,Keluar,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,0,Y,Lembur,19,3,1,80,1,4,3,4,3,2,0,2
680,681,40,Bertahan,Travel_Rarely,804,Research & Development,2,1,Medical,1,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,Y,Lembur,20,4,4,80,0,5,2,2,4,2,2,3
681,682,33,Keluar,Travel_Rarely,603,Sales,9,4,Marketing,1,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,Lembur,17,3,1,80,0,6,3,3,5,2,0,3
682,683,50,Bertahan,Travel_Frequently,1246,Human Resources,3,3,Medical,1,1,Male,99,3,5,Manager,2,Married,18200,7999,1,Y,Tidak Lembur,11,3,3,80,1,32,2,3,32,5,10,7
683,684,50,Bertahan,Travel_Frequently,1421,Research & Development,2,3,Medical,1,4,Female,30,3,4,Manager,1,Married,17856,9490,2,Y,Tidak Lembur,22,4,3,80,1,32,3,3,2,2,2,2
684,685,57,Bertahan,Travel_Rarely,593,Research & Development,1,4,Medical,1,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,Tidak Lembur,11,3,3,80,0,15,2,3,3,2,1,2
686,687,35,Keluar,Travel_Frequently,662,Sales,18,4,Marketing,1,4,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,Y,Lembur,18,3,3,80,1,5,0,2,4,2,3,2
688,689,30,Bertahan,Travel_Rarely,634,Research & Development,17,4,Medical,1,2,Female,95,3,3,Manager,1,Married,11916,25927,1,Y,Lembur,23,4,4,80,2,9,2,3,9,1,0,8
690,691,31,Bertahan,Travel_Rarely,525,Sales,6,4,Medical,1,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,Y,Tidak Lembur,22,4,4,80,2,13,4,4,7,7,5,7
691,692,52,Bertahan,Non-Travel,771,Sales,2,4,Life Sciences,1,1,Male,79,2,5,Manager,3,Single,19068,21030,1,Y,Lembur,18,3,4,80,0,33,2,4,33,7,15,12
693,694,33,Bertahan,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,Y,Tidak Lembur,14,3,1,80,0,6,3,3,5,0,1,4
695,696,33,Bertahan,Non-Travel,750,Sales,22,2,Marketing,1,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,Y,Tidak Lembur,13,3,1,80,1,8,2,4,7,7,0,7
696,697,34,Bertahan,Travel_Rarely,285,Research & Development,29,3,Medical,1,2,Male,86,3,2,Laboratory Technician,3,Married,5429,17491,4,Y,Tidak Lembur,13,3,1,80,2,10,1,3,8,7,7,7
698,699,51,Bertahan,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,Y,Tidak Lembur,23,4,2,80,2,10,4,3,4,2,0,3
699,700,50,Bertahan,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,Y,Tidak Lembur,14,3,1,80,2,28,4,2,10,4,1,6
701,702,46,Bertahan,Travel_Rarely,168,Sales,4,2,Marketing,1,4,Female,33,2,5,Manager,2,Married,18789,9946,2,Y,Tidak Lembur,14,3,3,80,1,26,2,3,11,4,0,8
702,703,22,Bertahan,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,Tidak Lembur,15,3,1,80,1,4,3,2,4,3,1,1
703,704,29,Bertahan,Travel_Frequently,1413,Sales,1,1,Medical,1,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,Y,Tidak Lembur,14,3,4,80,1,11,5,3,11,10,4,1
704,705,22,Bertahan,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,4,Male,60,4,1,Research Scientist,2,Divorced,2328,12392,1,Y,Lembur,16,3,1,80,1,4,2,2,4,2,2,2
707,708,46,Bertahan,Travel_Rarely,1402,Sales,2,3,Marketing,1,3,Female,69,3,4,Manager,1,Married,17048,24097,8,Y,Tidak Lembur,23,4,1,80,0,28,2,3,26,15,15,9
709,710,29,Bertahan,Travel_Rarely,332,Human Resources,17,3,Other,1,2,Male,51,2,3,Human Resources,1,Single,7988,9769,1,Y,Tidak Lembur,13,3,1,80,0,10,3,2,10,9,0,9
711,712,38,Bertahan,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,Y,Tidak Lembur,11,3,4,80,0,10,2,3,10,3,9,9
712,713,41,Bertahan,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,Y,Tidak Lembur,12,3,1,80,1,13,2,3,9,8,1,8
714,715,40,Bertahan,Non-Travel,663,Research & Development,9,4,Other,1,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975,23099,3,Y,Tidak Lembur,11,3,3,80,2,11,2,4,8,7,0,7
717,718,31,Bertahan,Non-Travel,587,Sales,2,4,Life Sciences,1,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Y,Lembur,19,3,1,80,1,10,5,2,10,8,9,6
719,720,50,Bertahan,Travel_Frequently,809,Sales,12,3,Marketing,1,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,Y,Tidak Lembur,11,3,4,80,0,16,3,3,2,2,2,1
720,721,51,Bertahan,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,3,Male,84,3,4,Manager,2,Divorced,14026,17588,1,Y,Lembur,11,3,2,80,1,33,2,3,33,9,0,10
721,722,31,Bertahan,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,Y,Tidak Lembur,24,4,1,80,1,10,2,3,10,9,8,9
